id,sales,date,store_nbr,family,onpromotion,weekday,month,day,payday,dcoilwtico,city,state,type,cluster,event_name,earthquake,local_holiday_name,regional_holiday_name,national_holiday_name,transactions
3007880,77.38588,2017-08-19,54,PREPARED FOODS,0,5,8,19,0,0.0,5,10,2,2,0,0,0,0,0,0.0
3007881,599.3775,2017-08-19,54,PRODUCE,0,5,8,19,0,0.0,5,10,2,2,0,0,0,0,0,0.0
3007882,-0.10674524,2017-08-19,54,SCHOOL AND OFFICE SUPPLIES,0,5,8,19,0,0.0,5,10,2,2,0,0,0,0,0,0.0
3007883,2.8811173,2017-08-19,54,SEAFOOD,1,5,8,19,0,0.0,5,10,2,2,0,0,0,0,0,0.0
3007884,6.0729136,2017-08-19,6,AUTOMOTIVE,0,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007885,0.16862226,2017-08-19,6,BABY CARE,0,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007886,7.798607,2017-08-19,6,BEAUTY,1,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007887,3825.1184,2017-08-19,6,BEVERAGES,15,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007888,0.1284697,2017-08-19,6,BOOKS,0,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007889,686.6044,2017-08-19,6,BREAD/BAKERY,9,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007890,21.11909,2017-08-19,6,CELEBRATION,0,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007891,1332.6469,2017-08-19,6,CLEANING,12,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007892,1302.3284,2017-08-19,6,DAIRY,22,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007893,374.9889,2017-08-19,6,DELI,9,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007894,233.29044,2017-08-19,6,EGGS,0,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007895,191.77307,2017-08-19,6,FROZEN FOODS,0,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007896,4357.5854,2017-08-19,6,GROCERY I,38,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007897,42.3132,2017-08-19,6,GROCERY II,0,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007898,1.5026002,2017-08-19,6,HARDWARE,0,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007899,29.86177,2017-08-19,6,HOME AND KITCHEN I,1,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007900,49.873768,2017-08-19,6,HOME AND KITCHEN II,2,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007901,0.31549847,2017-08-19,6,HOME APPLIANCES,0,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007902,390.96194,2017-08-19,6,HOME CARE,8,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007903,29.071348,2017-08-19,6,LADIESWEAR,0,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007904,20.705858,2017-08-19,6,LAWN AND GARDEN,0,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007905,33.41303,2017-08-19,6,LINGERIE,4,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007906,232.94893,2017-08-19,6,"LIQUOR,WINE,BEER",6,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007907,10.900057,2017-08-19,6,MAGAZINES,0,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007908,523.8908,2017-08-19,6,MEATS,0,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007909,477.12616,2017-08-19,6,PERSONAL CARE,13,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007910,11.344022,2017-08-19,6,PET SUPPLIES,0,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007911,16.308546,2017-08-19,6,PLAYERS AND ELECTRONICS,0,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007912,679.8225,2017-08-19,6,POULTRY,0,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007913,110.2008,2017-08-19,6,PREPARED FOODS,0,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007914,3436.9136,2017-08-19,6,PRODUCE,4,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007915,0.08964634,2017-08-19,6,SCHOOL AND OFFICE SUPPLIES,0,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007916,36.571552,2017-08-19,6,SEAFOOD,0,5,8,19,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3007917,4.7763467,2017-08-19,7,AUTOMOTIVE,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007918,-0.0733853,2017-08-19,7,BABY CARE,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007919,5.1647263,2017-08-19,7,BEAUTY,1,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007920,3554.559,2017-08-19,7,BEVERAGES,19,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007921,-0.1359663,2017-08-19,7,BOOKS,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007922,556.5819,2017-08-19,7,BREAD/BAKERY,11,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007923,25.306065,2017-08-19,7,CELEBRATION,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007924,946.19653,2017-08-19,7,CLEANING,11,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007925,1027.2344,2017-08-19,7,DAIRY,18,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007926,208.9517,2017-08-19,7,DELI,10,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007927,286.36337,2017-08-19,7,EGGS,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007928,235.61841,2017-08-19,7,FROZEN FOODS,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007929,3345.088,2017-08-19,7,GROCERY I,30,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007930,42.753613,2017-08-19,7,GROCERY II,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007931,1.8104277,2017-08-19,7,HARDWARE,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007932,22.111399,2017-08-19,7,HOME AND KITCHEN I,1,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007933,41.232002,2017-08-19,7,HOME AND KITCHEN II,3,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007934,0.16026461,2017-08-19,7,HOME APPLIANCES,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007935,285.56223,2017-08-19,7,HOME CARE,5,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007936,20.404123,2017-08-19,7,LADIESWEAR,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007937,33.611412,2017-08-19,7,LAWN AND GARDEN,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007938,11.831866,2017-08-19,7,LINGERIE,1,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007939,281.13712,2017-08-19,7,"LIQUOR,WINE,BEER",9,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007940,14.946014,2017-08-19,7,MAGAZINES,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007941,401.3263,2017-08-19,7,MEATS,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007942,276.2453,2017-08-19,7,PERSONAL CARE,8,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007943,8.974339,2017-08-19,7,PET SUPPLIES,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007944,17.625134,2017-08-19,7,PLAYERS AND ELECTRONICS,1,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007945,606.27765,2017-08-19,7,POULTRY,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007946,124.95307,2017-08-19,7,PREPARED FOODS,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007947,4901.775,2017-08-19,7,PRODUCE,3,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007948,0.0059349537,2017-08-19,7,SCHOOL AND OFFICE SUPPLIES,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007949,32.009476,2017-08-19,7,SEAFOOD,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007950,6.229256,2017-08-19,8,AUTOMOTIVE,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007951,0.20156264,2017-08-19,8,BABY CARE,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007952,8.998585,2017-08-19,8,BEAUTY,1,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007953,4437.134,2017-08-19,8,BEVERAGES,17,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007954,0.1767174,2017-08-19,8,BOOKS,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007955,786.09155,2017-08-19,8,BREAD/BAKERY,11,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007956,35.434875,2017-08-19,8,CELEBRATION,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007957,1350.7852,2017-08-19,8,CLEANING,11,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007958,1641.4908,2017-08-19,8,DAIRY,22,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007959,313.63156,2017-08-19,8,DELI,10,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007960,360.4163,2017-08-19,8,EGGS,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007961,280.7541,2017-08-19,8,FROZEN FOODS,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007962,4997.477,2017-08-19,8,GROCERY I,40,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007963,48.36738,2017-08-19,8,GROCERY II,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007964,2.730101,2017-08-19,8,HARDWARE,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007965,33.403904,2017-08-19,8,HOME AND KITCHEN I,1,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007966,64.72628,2017-08-19,8,HOME AND KITCHEN II,3,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007967,0.72530925,2017-08-19,8,HOME APPLIANCES,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007968,410.7203,2017-08-19,8,HOME CARE,8,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007969,36.797295,2017-08-19,8,LADIESWEAR,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007970,50.25341,2017-08-19,8,LAWN AND GARDEN,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007971,20.616955,2017-08-19,8,LINGERIE,1,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007972,333.217,2017-08-19,8,"LIQUOR,WINE,BEER",8,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007973,24.454885,2017-08-19,8,MAGAZINES,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007974,623.8707,2017-08-19,8,MEATS,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007975,474.4358,2017-08-19,8,PERSONAL CARE,13,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007976,18.508945,2017-08-19,8,PET SUPPLIES,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007977,24.537844,2017-08-19,8,PLAYERS AND ELECTRONICS,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007978,835.9118,2017-08-19,8,POULTRY,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007979,173.02438,2017-08-19,8,PREPARED FOODS,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007980,5079.302,2017-08-19,8,PRODUCE,6,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007981,0.24057531,2017-08-19,8,SCHOOL AND OFFICE SUPPLIES,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007982,39.33155,2017-08-19,8,SEAFOOD,0,5,8,19,0,0.0,18,12,3,7,0,0,0,0,0,0.0
3007983,10.139889,2017-08-19,9,AUTOMOTIVE,0,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3007984,0.24953282,2017-08-19,9,BABY CARE,0,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3007985,6.036919,2017-08-19,9,BEAUTY,1,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3007986,4198.309,2017-08-19,9,BEVERAGES,27,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3007987,-0.012078583,2017-08-19,9,BOOKS,0,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3007988,558.8485,2017-08-19,9,BREAD/BAKERY,8,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3007989,22.05147,2017-08-19,9,CELEBRATION,0,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3007990,1709.4861,2017-08-19,9,CLEANING,25,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3007991,894.2401,2017-08-19,9,DAIRY,20,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3007992,613.8191,2017-08-19,9,DELI,10,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3007993,208.37286,2017-08-19,9,EGGS,1,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3007994,168.38722,2017-08-19,9,FROZEN FOODS,14,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3007995,6665.127,2017-08-19,9,GROCERY I,69,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3007996,17.206427,2017-08-19,9,GROCERY II,0,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3007997,0.81097746,2017-08-19,9,HARDWARE,0,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3007998,33.60163,2017-08-19,9,HOME AND KITCHEN I,1,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3007999,49.681244,2017-08-19,9,HOME AND KITCHEN II,2,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3008000,0.09790683,2017-08-19,9,HOME APPLIANCES,0,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3008001,519.2009,2017-08-19,9,HOME CARE,13,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3008002,14.25675,2017-08-19,9,LADIESWEAR,0,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3008003,6.239271,2017-08-19,9,LAWN AND GARDEN,0,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3008004,9.682558,2017-08-19,9,LINGERIE,1,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3008005,171.9093,2017-08-19,9,"LIQUOR,WINE,BEER",6,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3008006,4.228382,2017-08-19,9,MAGAZINES,0,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3008007,350.81277,2017-08-19,9,MEATS,1,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3008008,518.8127,2017-08-19,9,PERSONAL CARE,11,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3008009,7.437587,2017-08-19,9,PET SUPPLIES,0,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3008010,10.904276,2017-08-19,9,PLAYERS AND ELECTRONICS,0,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3008011,437.57086,2017-08-19,9,POULTRY,0,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3008012,107.219765,2017-08-19,9,PREPARED FOODS,0,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3008013,1473.8856,2017-08-19,9,PRODUCE,1,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3008014,29.308485,2017-08-19,9,SCHOOL AND OFFICE SUPPLIES,6,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3008015,20.312971,2017-08-19,9,SEAFOOD,2,5,8,19,0,0.0,18,12,1,5,0,0,0,0,0,0.0
3008016,2.6724834,2017-08-20,1,AUTOMOTIVE,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008017,-0.41181195,2017-08-20,1,BABY CARE,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008018,2.8464782,2017-08-20,1,BEAUTY,1,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008019,1114.7526,2017-08-20,1,BEVERAGES,10,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008020,-0.42522323,2017-08-20,1,BOOKS,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008021,183.94012,2017-08-20,1,BREAD/BAKERY,5,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008022,3.216045,2017-08-20,1,CELEBRATION,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008023,156.16307,2017-08-20,1,CLEANING,4,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008024,305.38416,2017-08-20,1,DAIRY,17,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008025,70.47489,2017-08-20,1,DELI,6,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008026,70.68337,2017-08-20,1,EGGS,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008027,48.52952,2017-08-20,1,FROZEN FOODS,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008028,1153.658,2017-08-20,1,GROCERY I,24,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008029,11.545954,2017-08-20,1,GROCERY II,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008030,0.19366848,2017-08-20,1,HARDWARE,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008031,5.86047,2017-08-20,1,HOME AND KITCHEN I,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008032,11.535301,2017-08-20,1,HOME AND KITCHEN II,1,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008033,-0.34269297,2017-08-20,1,HOME APPLIANCES,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008034,96.5628,2017-08-20,1,HOME CARE,4,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008035,8.485999,2017-08-20,1,LADIESWEAR,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008036,6.394869,2017-08-20,1,LAWN AND GARDEN,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008037,1.5921199,2017-08-20,1,LINGERIE,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008038,35.649338,2017-08-20,1,"LIQUOR,WINE,BEER",4,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008039,2.4928267,2017-08-20,1,MAGAZINES,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008040,133.95193,2017-08-20,1,MEATS,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008041,96.68057,2017-08-20,1,PERSONAL CARE,7,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008042,2.39997,2017-08-20,1,PET SUPPLIES,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008043,3.4151015,2017-08-20,1,PLAYERS AND ELECTRONICS,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008044,174.20279,2017-08-20,1,POULTRY,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008045,34.465675,2017-08-20,1,PREPARED FOODS,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008046,1036.5923,2017-08-20,1,PRODUCE,5,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008047,-0.47395802,2017-08-20,1,SCHOOL AND OFFICE SUPPLIES,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008048,14.91114,2017-08-20,1,SEAFOOD,0,6,8,20,0,0.0,18,12,3,12,0,0,0,0,0,0.0
3008049,2.0948465,2017-08-20,10,AUTOMOTIVE,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008050,-0.10887694,2017-08-20,10,BABY CARE,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008051,2.385904,2017-08-20,10,BEAUTY,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008052,1453.1016,2017-08-20,10,BEVERAGES,21,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008053,-0.15294683,2017-08-20,10,BOOKS,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008054,125.347916,2017-08-20,10,BREAD/BAKERY,29,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008055,2.833931,2017-08-20,10,CELEBRATION,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008056,748.6272,2017-08-20,10,CLEANING,15,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008057,344.7393,2017-08-20,10,DAIRY,9,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008058,224.96265,2017-08-20,10,DELI,4,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008059,50.91908,2017-08-20,10,EGGS,1,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008060,34.45513,2017-08-20,10,FROZEN FOODS,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008061,2679.6384,2017-08-20,10,GROCERY I,56,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008062,5.6883717,2017-08-20,10,GROCERY II,2,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008063,0.12639546,2017-08-20,10,HARDWARE,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008064,8.047927,2017-08-20,10,HOME AND KITCHEN I,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008065,11.061842,2017-08-20,10,HOME AND KITCHEN II,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008066,-0.0061950684,2017-08-20,10,HOME APPLIANCES,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008067,202.90877,2017-08-20,10,HOME CARE,10,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008068,4.424342,2017-08-20,10,LADIESWEAR,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008069,-0.028613865,2017-08-20,10,LAWN AND GARDEN,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008070,1.0557292,2017-08-20,10,LINGERIE,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008071,12.702848,2017-08-20,10,"LIQUOR,WINE,BEER",0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008072,1.00909,2017-08-20,10,MAGAZINES,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008073,131.91907,2017-08-20,10,MEATS,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008074,214.98013,2017-08-20,10,PERSONAL CARE,9,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008075,1.3689828,2017-08-20,10,PET SUPPLIES,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008076,4.535295,2017-08-20,10,PLAYERS AND ELECTRONICS,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008077,173.00232,2017-08-20,10,POULTRY,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008078,27.22055,2017-08-20,10,PREPARED FOODS,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008079,258.0377,2017-08-20,10,PRODUCE,1,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008080,3.1873636,2017-08-20,10,SCHOOL AND OFFICE SUPPLIES,3,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008081,1.5028832,2017-08-20,10,SEAFOOD,0,6,8,20,0,0.0,18,12,2,14,0,0,0,0,0,0.0
3008082,7.9127884,2017-08-20,11,AUTOMOTIVE,0,6,8,20,0,0.0,2,12,1,5,0,0,0,0,0,0.0
3008083,0.26383376,2017-08-20,11,BABY CARE,0,6,8,20,0,0.0,2,12,1,5,0,0,0,0,0,0.0
3008084,3.164126,2017-08-20,11,BEAUTY,0,6,8,20,0,0.0,2,12,1,5,0,0,0,0,0,0.0
3008085,5357.8003,2017-08-20,11,BEVERAGES,34,6,8,20,0,0.0,2,12,1,5,0,0,0,0,0,0.0
3008086,-0.05099386,2017-08-20,11,BOOKS,0,6,8,20,0,0.0,2,12,1,5,0,0,0,0,0,0.0
3008087,830.27997,2017-08-20,11,BREAD/BAKERY,63,6,8,20,0,0.0,2,12,1,5,0,0,0,0,0,0.0
3008088,10.796445,2017-08-20,11,CELEBRATION,0,6,8,20,0,0.0,2,12,1,5,0,0,0,0,0,0.0
3008089,1869.6334,2017-08-20,11,CLEANING,24,6,8,20,0,0.0,2,12,1,5,0,0,0,0,0,0.0
3008090,786.939,2017-08-20,11,DAIRY,15,6,8,20,0,0.0,2,12,1,5,0,0,0,0,0,0.0
3008091,557.919,2017-08-20,11,DELI,10,6,8,20,0,0.0,2,12,1,5,0,0,0,0,0,0.0
3008092,177.83855,2017-08-20,11,EGGS,1,6,8,20,0,0.0,2,12,1,5,0,0,0,0,0,0.0
3008093,96.042816,2017-08-20,11,FROZEN FOODS,0,6,8,20,0,0.0,2,12,1,5,0,0,0,0,0,0.0
3008094,7373.0728,2017-08-20,11,GROCERY I,70,6,8,20,0,0.0,2,12,1,5,0,0,0,0,0,0.0
3008095,34.366653,2017-08-20,11,GROCERY II,6,6,8,20,0,0.0,2,12,1,5,0,0,0,0,0,0.0
3008096,0.55277133,2017-08-20,11,HARDWARE,0,6,8,20,0,0.0,2,12,1,5,0,0,0,0,0,0.0
3008097,19.859148,2017-08-20,11,HOME AND KITCHEN I,1,6,8,20,0,0.0,2,12,1,5,0,0,0,0,0,0.0
3008098,23.932308,2017-08-20,11,HOME AND KITCHEN II,1,6,8,20,0,0.0,2,12,1,5,0,0,0,0,0,0.0
